08/03/2010,28710
09/03/2010,27704
10/03/2010,24378
11/03/2010,19329
13/03/2010,13943
14/03/2010,13007
15/03/2010,20631
16/03/2010,18706
17/03/2010,18470
18/03/2010,18210
19/03/2010,17309
20/03/2010,12796
21/03/2010,13929
22/03/2010,19752
23/03/2010,19145
24/03/2010,19899
25/03/2010,22180
26/03/2010,22081
28/03/2010,15405
29/03/2010,24908
30/03/2010,27707
31/03/2010,23324
01/04/2010,20857
02/04/2010,17589
03/04/2010,12882
04/04/2010,14047
05/04/2010,22191
06/04/2010,24457
07/04/2010,29734
08/04/2010,34348
09/04/2010,22229
10/04/2010,18752
12/04/2010,25951
13/04/2010,24414
14/04/2010,24259
15/04/2010,25847
16/04/2010,21685
17/04/2010,15302
18/04/2010,16045
19/04/2010,24262
20/04/2010,26969
21/04/2010,27085
22/04/2010,24916
23/04/2010,21244
24/04/2010,15231
25/04/2010,16841
27/04/2010,24917
28/04/2010,30671
29/04/2010,26216
30/04/2010,24420
01/05/2010,18273
02/05/2010,18715
03/05/2010,26120
04/05/2010,27024
05/05/2010,29034
06/05/2010,30396
07/05/2010,24365
08/05/2010,19202
09/05/2010,44095
10/05/2010,74778
12/05/2010,81415
13/05/2010,106098
14/05/2010,77910
15/05/2010,40257
16/05/2010,40580
17/05/2010,70206
18/05/2010,56781
19/05/2010,53009
20/05/2010,46874
21/05/2010,45847
22/05/2010,28929
23/05/2010,30980
24/05/2010,44342
25/05/2010,44937
27/05/2010,38831
28/05/2010,31326
29/05/2010,22343
30/05/2010,23681
31/05/2010,39008
01/06/2010,43621
02/06/2010,40919
03/06/2010,37987
04/06/2010,34564
05/06/2010,23560
06/06/2010,25075
07/06/2010,34428
08/06/2010,41715
09/06/2010,38145
11/06/2010,29029
12/06/2010,20585
13/06/2010,26671
14/06/2010,33842
15/06/2010,35240
16/06/2010,34567
17/06/2010,32909
18/06/2010,29172
19/06/2010,24267
20/06/2010,25738
21/06/2010,38031
22/06/2010,40133
23/06/2010,34274
24/06/2010,32502
26/06/2010,20439
27/06/2010,23335
28/06/2010,36250
29/06/2010,61570
30/06/2010,82481
01/07/2010,68073
02/07/2010,40008
03/07/2010,24001
04/07/2010,20805
05/07/2010,28288
06/07/2010,38965
07/07/2010,40800
08/07/2010,40734
10/07/2010,23661
11/07/2010,24353
12/07/2010,39360
13/07/2010,42689
14/07/2010,45567
15/07/2010,39682
16/07/2010,37605
17/07/2010,24061
18/07/2010,23631
19/07/2010,36475
20/07/2010,40126
21/07/2010,43715
22/07/2010,37878
23/07/2010,35107
25/07/2010,24798
26/07/2010,35871
27/07/2010,38831
28/07/2010,42026
29/07/2010,37623
30/07/2010,34099
31/07/2010,23765
01/08/2010,25335
02/08/2010,36369
03/08/2010,36299
04/08/2010,42622
05/08/2010,39047
06/08/2010,34845
07/08/2010,23722
09/08/2010,37404
10/08/2010,37343
11/08/2010,46179
12/08/2010,41399
13/08/2010,40255
14/08/2010,30355
15/08/2010,28830
16/08/2010,43485
17/08/2010,42533
18/08/2010,48443
19/08/2010,45183
20/08/2010,38269
21/08/2010,34343
22/08/2010,45418
24/08/2010,42161
25/08/2010,45296
26/08/2010,46887
27/08/2010,39075
28/08/2010,100324
29/08/2010,118485
30/08/2010,117090
31/08/2010,103719
01/09/2010,98146
02/09/2010,59018
03/09/2010,48124
04/09/2010,31231
05/09/2010,29646
06/09/2010,36060
08/09/2010,48290
09/09/2010,46511
10/09/2010,41961
11/09/2010,32017
12/09/2010,38785
13/09/2010,45525
14/09/2010,56213
15/09/2010,56460
16/09/2010,51180
17/09/2010,49493
18/09/2010,34353
19/09/2010,34276
20/09/2010,44121
21/09/2010,42372
23/09/2010,44303
24/09/2010,41073
25/09/2010,28189
26/09/2010,55645
27/09/2010,108943
28/09/2010,60996
29/09/2010,62544
30/09/2010,56424
01/10/2010,46140
02/10/2010,33090
03/10/2010,33799
04/10/2010,62296
05/10/2010,71282
06/10/2010,63498
08/10/2010,48467
09/10/2010,37178
10/10/2010,35938
11/10/2010,55310
12/10/2010,53355
13/10/2010,57919
14/10/2010,57958
15/10/2010,42374
16/10/2010,33735
17/10/2010,35441
18/10/2010,47977
19/10/2010,52590
20/10/2010,52557
21/10/2010,48230
23/10/2010,31578
24/10/2010,36616
25/10/2010,55377
26/10/2010,52391
27/10/2010,47903
28/10/2010,47534
29/10/2010,45668
30/10/2010,34269
31/10/2010,36597
01/11/2010,46323
02/11/2010,57454
03/11/2010,55129
04/11/2010,53184
06/11/2010,36734
07/11/2010,39630
08/11/2010,54376
09/11/2010,54279
10/11/2010,53899
11/11/2010,53694
12/11/2010,48966
13/11/2010,36057
14/11/2010,39984
15/11/2010,59752
16/11/2010,55404
17/11/2010,83479
18/11/2010,99641
19/11/2010,71858
21/11/2010,53541
22/11/2010,76887
23/11/2010,82437
24/11/2010,53836
25/11/2010,57650
26/11/2010,59983
27/11/2010,46591
28/11/2010,39751
29/11/2010,69525
30/11/2010,84719
01/12/2010,80236
02/12/2010,73287
03/12/2010,76205
04/12/2010,50733
06/12/2010,71004
07/12/2010,77518
08/12/2010,82944
09/12/2010,76445
10/12/2010,80688
11/12/2010,54937
12/12/2010,50746
13/12/2010,76800
14/12/2010,69025
15/12/2010,83062
16/12/2010,80693
17/12/2010,88552
18/12/2010,53845
19/12/2010,53680
21/12/2010,62644
22/12/2010,63966
23/12/2010,56067
24/12/2010,41506
25/12/2010,29792
26/12/2010,33391
27/12/2010,44947
28/12/2010,62123
29/12/2010,66881
30/12/2010,56088
31/12/2010,49859
01/01/2011,38909
02/01/2011,46192
03/01/2011,62423
05/01/2011,79854
06/01/2011,73224
07/01/2011,71842
08/01/2011,49732
09/01/2011,47360
10/01/2011,71925
11/01/2011,70638
12/01/2011,87114
13/01/2011,72907
14/01/2011,69589
16/01/2011,47971
18/01/2011,95787
20/01/2011,81345
21/01/2011,73218
22/01/2011,57856
23/01/2011,56164
24/01/2011,73375
25/01/2011,78922
26/01/2011,83565
27/01/2011,77507
28/01/2011,72587
29/01/2011,54835
30/01/2011,55278
31/01/2011,89798
01/02/2011,84173
02/02/2011,87766
04/02/2011,74486
05/02/2011,59694
06/02/2011,53409
07/02/2011,85423
08/02/2011,90155
09/02/2011,91489
10/02/2011,107911
11/02/2011,114325
12/02/2011,67664
13/02/2011,66317
14/02/2011,93215
15/02/2011,109831
16/02/2011,145961
17/02/2011,130144
19/02/2011,72882
20/02/2011,70672
21/02/2011,173903
22/02/2011,147395
23/02/2011,123952
24/02/2011,116995
25/02/2011,115296
26/02/2011,80611
27/02/2011,75193
28/02/2011,112086
01/03/2011,112590
02/03/2011,112883
03/03/2011,98477
05/03/2011,69942
06/03/2011,72088
07/03/2011,102114
08/03/2011,113280
11/03/2011,96727
12/03/2011,67362
13/03/2011,65068
14/03/2011,95946
15/03/2011,102330
16/03/2011,117409
17/03/2011,86794
18/03/2011,82088
20/03/2011,73532
21/03/2011,120470
22/03/2011,104722
23/03/2011,109129
24/03/2011,104179
25/03/2011,95409
26/03/2011,76468
27/03/2011,77135
28/03/2011,116175
29/03/2011,84777
30/03/2011,125429
31/03/2011,126260
01/04/2011,109147
02/04/2011,77708
04/04/2011,112850
05/04/2011,113993
06/04/2011,132582
07/04/2011,121005
08/04/2011,104244
09/04/2011,83765
10/04/2011,91812
11/04/2011,131282
12/04/2011,222951
13/04/2011,146516
14/04/2011,121103
15/04/2011,113208
16/04/2011,90775
17/04/2011,84445
19/04/2011,151701
20/04/2011,144546
21/04/2011,125372
22/04/2011,116103
23/04/2011,74816
24/04/2011,75764
25/04/2011,118377
26/04/2011,129683
27/04/2011,135696
28/04/2011,130729
29/04/2011,114716
30/04/2011,80684
01/05/2011,79973
02/05/2011,130206
04/05/2011,151314
05/05/2011,134223
06/05/2011,116780
07/05/2011,79199
08/05/2011,87018
09/05/2011,124214
10/05/2011,137392
11/05/2011,152109
12/05/2011,152789
13/05/2011,128944
14/05/2011,88754
15/05/2011,86962
16/05/2011,166681
17/05/2011,136364
19/05/2011,144958
20/05/2011,115793
21/05/2011,78501
22/05/2011,82073
23/05/2011,163499
24/05/2011,185176
25/05/2011,166854
26/05/2011,140994
27/05/2011,128437
28/05/2011,90859
29/05/2011,88236
30/05/2011,106837
31/05/2011,186727
01/06/2011,191475
03/06/2011,159322
04/06/2011,105005
05/06/2011,105683
06/06/2011,157829
07/06/2011,182069
08/06/2011,159814
09/06/2011,142107
10/06/2011,127837
11/06/2011,93947
12/06/2011,96111
13/06/2011,144111
14/06/2011,134913
15/06/2011,141153
16/06/2011,141642
18/06/2011,96046
19/06/2011,92999
20/06/2011,137905
21/06/2011,147573
22/06/2011,156694
23/06/2011,139976
24/06/2011,127645
25/06/2011,90455
26/06/2011,88777
27/06/2011,145207
28/06/2011,144305
29/06/2011,159254
30/06/2011,139243
01/07/2011,112769
03/07/2011,97386
04/07/2011,89162
05/07/2011,126705
06/07/2011,157642
07/07/2011,161597
08/07/2011,140025
09/07/2011,95700
10/07/2011,100572
11/07/2011,163397
12/07/2011,172032
13/07/2011,163659
14/07/2011,149479
15/07/2011,137842
17/07/2011,96155
18/07/2011,155787
19/07/2011,157409
20/07/2011,179426
21/07/2011,147023
22/07/2011,127786
23/07/2011,98084
24/07/2011,101589
25/07/2011,151750
26/07/2011,175978
27/07/2011,173260
28/07/2011,161471
29/07/2011,142791
30/07/2011,140636
01/08/2011,149897
02/08/2011,146553
03/08/2011,204501
04/08/2011,178817
05/08/2011,166613
06/08/2011,113584
07/08/2011,137388
08/08/2011,156809
09/08/2011,167885
10/08/2011,187045
11/08/2011,178568
12/08/2011,159738
13/08/2011,122073
14/08/2011,126920
16/08/2011,173451
17/08/2011,208981
18/08/2011,165810
19/08/2011,151337
20/08/2011,112588
21/08/2011,118908
22/08/2011,164992
23/08/2011,166473
24/08/2011,182512
25/08/2011,211449
26/08/2011,155384
27/08/2011,118897
28/08/2011,111389
29/08/2011,155607
31/08/2011,175542
01/09/2011,181412
02/09/2011,171413
03/09/2011,107704
04/09/2011,107361
05/09/2011,123045
06/09/2011,169043
07/09/2011,173772
08/09/2011,189807
09/09/2011,159860
10/09/2011,111278
11/09/2011,109143
12/09/2011,159496
13/09/2011,200610
15/09/2011,185515
16/09/2011,232360
17/09/2011,117330
18/09/2011,119732
19/09/2011,160498
20/09/2011,158870
21/09/2011,187679
22/09/2011,207632
23/09/2011,171629
24/09/2011,123870
25/09/2011,127734
26/09/2011,162850
27/09/2011,161622
28/09/2011,148517
30/09/2011,138173
01/10/2011,101696
02/10/2011,108711
03/10/2011,160129
04/10/2011,157409
05/10/2011,147288
06/10/2011,151770
07/10/2011,145554
08/10/2011,109020
09/10/2011,113199
10/10/2011,156170
11/10/2011,166837
12/10/2011,161195
13/10/2011,178215
15/10/2011,106673
16/10/2011,114041
17/10/2011,156443
18/10/2011,159206
19/10/2011,150886
20/10/2011,166837
21/10/2011,193680
22/10/2011,294234
23/10/2011,166893
24/10/2011,158942
25/10/2011,168722
26/10/2011,171691
27/10/2011,161220
28/10/2011,155317
30/10/2011,122222
31/10/2011,149897
01/11/2011,173805
02/11/2011,240092
03/11/2011,201611
04/11/2011,175609
05/11/2011,95754
06/11/2011,117718
07/11/2011,162323
08/11/2011,152425
09/11/2011,152599
10/11/2011,150838
11/11/2011,128028
13/11/2011,102446
14/11/2011,187470
15/11/2011,175600
16/11/2011,162305
17/11/2011,154968
18/11/2011,151774
19/11/2011,108863
20/11/2011,120773
21/11/2011,163001
22/11/2011,164128
23/11/2011,176258
24/11/2011,121572
25/11/2011,124332
26/11/2011,118171
28/11/2011,200087
29/11/2011,209145
30/11/2011,206497
01/12/2011,202310
02/12/2011,178753
03/12/2011,132593
04/12/2011,140987
05/12/2011,200873
06/12/2011,211234
07/12/2011,200782
08/12/2011,185065
09/12/2011,186047
10/12/2011,119897
11/12/2011,123655
13/12/2011,201142
14/12/2011,196161
15/12/2011,191034
16/12/2011,168281
17/12/2011,128403
18/12/2011,136848
19/12/2011,181773
20/12/2011,163149
21/12/2011,159484
22/12/2011,141981
23/12/2011,118708
24/12/2011,79540
25/12/2011,68066
26/12/2011,119187
28/12/2011,140417
29/12/2011,138595
30/12/2011,128042
31/12/2011,95252
01/01/2012,94343
02/01/2012,145252
03/01/2012,184059
04/01/2012,187783
05/01/2012,199301
06/01/2012,176416
07/01/2012,125769
08/01/2012,149932
09/01/2012,213692
10/01/2012,214602
12/01/2012,187358
13/01/2012,168449
14/01/2012,129972
15/01/2012,134314
16/01/2012,169769
17/01/2012,203121
18/01/2012,222704
19/01/2012,189588
20/01/2012,150845
21/01/2012,123592
22/01/2012,120477
23/01/2012,176866
24/01/2012,196450
25/01/2012,185413
27/01/2012,175893
28/01/2012,129837
29/01/2012,136290
30/01/2012,181647
31/01/2012,184460
01/02/2012,201177
02/02/2012,254698
03/02/2012,245161
04/02/2012,140172
05/02/2012,128565
06/02/2012,182809
07/02/2012,192049
08/02/2012,231065
09/02/2012,517620
11/02/2012,273518
12/02/2012,228443
13/02/2012,320801
14/02/2012,285262
15/02/2012,275556
16/02/2012,313091
17/02/2012,259079
18/02/2012,188873
19/02/2012,201144
20/02/2012,300197
21/02/2012,320658
22/02/2012,282656
23/02/2012,291328
24/02/2012,285001
26/02/2012,191088
27/02/2012,282347
28/02/2012,298542
29/02/2012,265884
01/03/2012,268815
02/03/2012,252619
03/03/2012,176725
